date,time,comp,season,team,opponent,venue,round,xg_for,gf_for,ga_for,sh_for,sot_for,dist_for,fk_for,pk_for,xg_against,gf_against,ga_against,sh_against,sot_against,dist_against,fk_against,pk_against
2026-05-16,15:30 (13:30),Bundesliga,2025-2026,Augsburg,Union Berlin,Away,Matchweek 34,,,,,,,,,,,,,,,,
2025-08-17,15:30 (13:30),DFB-Pokal,2025-2026,Monchengladbach,SV Atlas,Away,Round of 64,,3.0,2.0,26.0,10.0,,,0.0,,2.0,3.0,8.0,4.0,,,0.0
2025-08-24,17:30 (15:30),Bundesliga,2025-2026,Monchengladbach,Hamburger SV,Home,Matchweek 1,1.1,0.0,0.0,17.0,4.0,17.6,0.0,0.0,0.4,0.0,0.0,7.0,1.0,21.1,0.0,0.0
2025-08-30,15:30 (13:30),Bundesliga,2025-2026,Monchengladbach,Stuttgart,Away,Matchweek 2,1.8,0.0,1.0,15.0,6.0,11.7,0.0,0.0,0.8,1.0,0.0,13.0,5.0,17.0,0.0,0.0
2025-09-14,17:30 (15:30),Bundesliga,2025-2026,Monchengladbach,Werder Bremen,Home,Matchweek 3,1.5,0.0,4.0,19.0,2.0,18.0,2.0,0.0,2.1,4.0,0.0,11.0,6.0,17.5,0.0,1.0
2025-09-21,17:30 (15:30),Bundesliga,2025-2026,Monchengladbach,Leverkusen,Away,Matchweek 4,0.8,1.0,1.0,13.0,7.0,19.0,0.0,0.0,1.4,1.0,1.0,13.0,8.0,15.9,0.0,0.0
2025-09-27,18:30 (16:30),Bundesliga,2025-2026,Monchengladbach,Eint Frankfurt,Home,Matchweek 5,,,,,,,,,,,,,,,,
2025-10-05,19:30 (17:30),Bundesliga,2025-2026,Monchengladbach,Freiburg,Home,Matchweek 6,,,,,,,,,,,,,,,,
2025-10-17,20:30 (18:30),Bundesliga,2025-2026,Monchengladbach,Union Berlin,Away,Matchweek 7,,,,,,,,,,,,,,,,
2025-10-25,15:30 (13:30),Bundesliga,2025-2026,Monchengladbach,Bayern Munich,Home,Matchweek 8,,,,,,,,,,,,,,,,
2025-10-28,20:45 (19:45),DFB-Pokal,2025-2026,Monchengladbach,Karlsruher,Home,Round of 32,,,,,,,,,,,,,,,,
2025-11-01,15:30 (14:30),Bundesliga,2025-2026,Monchengladbach,St. Pauli,Away,Matchweek 9,,,,,,,,,,,,,,,,
2025-11-08,18:30 (17:30),Bundesliga,2025-2026,Monchengladbach,Köln,Home,Matchweek 10,,,,,,,,,,,,,,,,
2025-11-22,15:30 (14:30),Bundesliga,2025-2026,Monchengladbach,Heidenheim,Away,Matchweek 11,,,,,,,,,,,,,,,,
2025-11-28,20:30 (19:30),Bundesliga,2025-2026,Monchengladbach,RB Leipzig,Home,Matchweek 12,,,,,,,,,,,,,,,,
2025-12-06,,Bundesliga,2025-2026,Monchengladbach,Mainz 05,Away,Matchweek 13,,,,,,,,,,,,,,,,
2025-12-13,,Bundesliga,2025-2026,Monchengladbach,Wolfsburg,Home,Matchweek 14,,,,,,,,,,,,,,,,
2025-12-20,,Bundesliga,2025-2026,Monchengladbach,Dortmund,Away,Matchweek 15,,,,,,,,,,,,,,,,
2026-01-10,,Bundesliga,2025-2026,Monchengladbach,Augsburg,Home,Matchweek 16,,,,,,,,,,,,,,,,
2026-01-14,,Bundesliga,2025-2026,Monchengladbach,Hoffenheim,Away,Matchweek 17,,,,,,,,,,,,,,,,
2026-01-17,,Bundesliga,2025-2026,Monchengladbach,Hamburger SV,Away,Matchweek 18,,,,,,,,,,,,,,,,
2026-01-24,,Bundesliga,2025-2026,Monchengladbach,Stuttgart,Home,Matchweek 19,,,,,,,,,,,,,,,,
2026-01-31,,Bundesliga,2025-2026,Monchengladbach,Werder Bremen,Away,Matchweek 20,,,,,,,,,,,,,,,,
2026-02-07,,Bundesliga,2025-2026,Monchengladbach,Leverkusen,Home,Matchweek 21,,,,,,,,,,,,,,,,
2026-02-14,,Bundesliga,2025-2026,Monchengladbach,Eint Frankfurt,Away,Matchweek 22,,,,,,,,,,,,,,,,
2026-02-21,,Bundesliga,2025-2026,Monchengladbach,Freiburg,Away,Matchweek 23,,,,,,,,,,,,,,,,
2026-02-28,,Bundesliga,2025-2026,Monchengladbach,Union Berlin,Home,Matchweek 24,,,,,,,,,,,,,,,,
2026-03-07,,Bundesliga,2025-2026,Monchengladbach,Bayern Munich,Away,Matchweek 25,,,,,,,,,,,,,,,,
2026-03-14,,Bundesliga,2025-2026,Monchengladbach,St. Pauli,Home,Matchweek 26,,,,,,,,,,,,,,,,
2026-03-21,,Bundesliga,2025-2026,Monchengladbach,Köln,Away,Matchweek 27,,,,,,,,,,,,,,,,
2026-04-04,,Bundesliga,2025-2026,Monchengladbach,Heidenheim,Home,Matchweek 28,,,,,,,,,,,,,,,,
2026-04-11,,Bundesliga,2025-2026,Monchengladbach,RB Leipzig,Away,Matchweek 29,,,,,,,,,,,,,,,,
2026-04-18,,Bundesliga,2025-2026,Monchengladbach,Mainz 05,Home,Matchweek 30,,,,,,,,,,,,,,,,
2026-04-25,,Bundesliga,2025-2026,Monchengladbach,Wolfsburg,Away,Matchweek 31,,,,,,,,,,,,,,,,
2026-05-02,,Bundesliga,2025-2026,Monchengladbach,Dortmund,Home,Matchweek 32,,,,,,,,,,,,,,,,
2026-05-09,,Bundesliga,2025-2026,Monchengladbach,Augsburg,Away,Matchweek 33,,,,,,,,,,,,,,,,
2026-05-16,15:30 (13:30),Bundesliga,2025-2026,Monchengladbach,Hoffenheim,Home,Matchweek 34,,,,,,,,,,,,,,,,
2025-08-16,15:30 (13:30),DFB-Pokal,2025-2026,Heidenheim,Bahlinger SC,Away,Round of 64,,5.0,0.0,15.0,10.0,,,0.0,,0.0,5.0,9.0,2.0,,,0.0
2025-08-23,15:30 (13:30),Bundesliga,2025-2026,Heidenheim,Wolfsburg,Home,Matchweek 1,0.7,1.0,3.0,7.0,2.0,20.9,1.0,0.0,2.4,3.0,1.0,14.0,4.0,21.4,1.0,1.0
2025-08-30,15:30 (13:30),Bundesliga,2025-2026,Heidenheim,RB Leipzig,Away,Matchweek 2,0.9,0.0,2.0,5.0,3.0,11.2,0.0,0.0,2.2,2.0,0.0,19.0,5.0,14.0,1.0,0.0
2025-09-13,15:30 (13:30),Bundesliga,2025-2026,Heidenheim,Dortmund,Home,Matchweek 3,0.4,0.0,2.0,6.0,1.0,21.2,0.0,0.0,2.7,2.0,0.0,17.0,8.0,12.9,0.0,0.0
2025-09-20,15:30 (13:30),Bundesliga,2025-2026,Heidenheim,Hamburger SV,Away,Matchweek 4,2.9,1.0,2.0,20.0,7.0,15.3,0.0,0.0,2.1,2.0,1.0,22.0,9.0,16.9,1.0,0.0
2025-09-27,15:30 (13:30),Bundesliga,2025-2026,Heidenheim,Augsburg,Home,Matchweek 5,,,,,,,,,,,,,,,,
2025-10-05,15:30 (13:30),Bundesliga,2025-2026,Heidenheim,Stuttgart,Away,Matchweek 6,,,,,,,,,,,,,,,,
2025-10-18,15:30 (13:30),Bundesliga,2025-2026,Heidenheim,Werder Bremen,Home,Matchweek 7,,,,,,,,,,,,,,,,
2025-10-25,15:30 (13:30),Bundesliga,2025-2026,Heidenheim,Hoffenheim,Away,Matchweek 8,,,,,,,,,,,,,,,,
2025-10-28,18:30 (17:30),DFB-Pokal,2025-2026,Heidenheim,Hamburger SV,Home,Round of 32,,,,,,,,,,,,,,,,
2025-11-01,15:30 (14:30),Bundesliga,2025-2026,Heidenheim,Eint Frankfurt,Home,Matchweek 9,,,,,,,,,,,,,,,,
2025-11-08,15:30 (14:30),Bundesliga,2025-2026,Heidenheim,Leverkusen,Away,Matchweek 10,,,,,,,,,,,,,,,,
2025-11-22,15:30 (14:30),Bundesliga,2025-2026,Heidenheim,Gladbach,Home,Matchweek 11,,,,,,,,,,,,,,,,
2025-11-29,15:30 (14:30),Bundesliga,2025-2026,Heidenheim,Union Berlin,Away,Matchweek 12,,,,,,,,,,,,,,,,
2025-12-06,,Bundesliga,2025-2026,Heidenheim,Freiburg,Home,Matchweek 13,,,,,,,,,,,,,,,,
2025-12-13,,Bundesliga,2025-2026,Heidenheim,St. Pauli,Away,Matchweek 14,,,,,,,,,,,,,,,,
2025-12-20,,Bundesliga,2025-2026,Heidenheim,Bayern Munich,Home,Matchweek 15,,,,,,,,,,,,,,,,
2026-01-10,,Bundesliga,2025-2026,Heidenheim,Köln,Home,Matchweek 16,,,,,,,,,,,,,,,,
2026-01-14,,Bundesliga,2025-2026,Heidenheim,Mainz 05,Away,Matchweek 17,,,,,,,,,,,,,,,,
2026-01-17,,Bundesliga,2025-2026,Heidenheim,Wolfsburg,Away,Matchweek 18,,,,,,,,,,,,,,,,
2026-01-24,,Bundesliga,2025-2026,Heidenheim,RB Leipzig,Home,Matchweek 19,,,,,,,,,,,,,,,,
2026-01-31,,Bundesliga,2025-2026,Heidenheim,Dortmund,Away,Matchweek 20,,,,,,,,,,,,,,,,
2026-02-07,,Bundesliga,2025-2026,Heidenheim,Hamburger SV,Home,Matchweek 21,,,,,,,,,,,,,,,,
2026-02-14,,Bundesliga,2025-2026,Heidenheim,Augsburg,Away,Matchweek 22,,,,,,,,,,,,,,,,
2026-02-21,,Bundesliga,2025-2026,Heidenheim,Stuttgart,Home,Matchweek 23,,,,,,,,,,,,,,,,
2026-02-28,,Bundesliga,2025-2026,Heidenheim,Werder Bremen,Away,Matchweek 24,,,,,,,,,,,,,,,,
2026-03-07,,Bundesliga,2025-2026,Heidenheim,Hoffenheim,Home,Matchweek 25,,,,,,,,,,,,,,,,
2026-03-14,,Bundesliga,2025-2026,Heidenheim,Eint Frankfurt,Away,Matchweek 26,,,,,,,,,,,,,,,,
2026-03-21,,Bundesliga,2025-2026,Heidenheim,Leverkusen,Home,Matchweek 27,,,,,,,,,,,,,,,,
2026-04-04,,Bundesliga,2025-2026,Heidenheim,Gladbach,Away,Matchweek 28,,,,,,,,,,,,,,,,
2026-04-11,,Bundesliga,2025-2026,Heidenheim,Union Berlin,Home,Matchweek 29,,,,,,,,,,,,,,,,
2026-04-18,,Bundesliga,2025-2026,Heidenheim,Freiburg,Away,Matchweek 30,,,,,,,,,,,,,,,,
2026-04-25,,Bundesliga,2025-2026,Heidenheim,St. Pauli,Home,Matchweek 31,,,,,,,,,,,,,,,,
2026-05-02,,Bundesliga,2025-2026,Heidenheim,Bayern Munich,Away,Matchweek 32,,,,,,,,,,,,,,,,
2026-05-09,,Bundesliga,2025-2026,Heidenheim,Köln,Away,Matchweek 33,,,,,,,,,,,,,,,,
2026-05-16,15:30 (13:30),Bundesliga,2025-2026,Heidenheim,Mainz 05,Home,Matchweek 34,,,,,,,,,,,,,,,,
