date,time,comp,opponent,venue,round,season,team,xg_for,gf_for,ga_for,sh_for,sot_for,dist_for,fk_for,pk_for,xg_against,gf_against,ga_against,sh_against,sot_against,dist_against,fk_against,pk_against
2023-08-14,21:15 (19:15),Coppa Italia,FeralpiSalò,Home,First round,2023-2024,Torino,,2,1,28,14,,,0,,1.0,2.0,5.0,1.0,,,0.0
2023-08-21,18:30 (16:30),Serie A,Cagliari,Home,Matchweek 1,2023-2024,Torino,1.0,0,0,11,2,17.1,0,0,0.4,0.0,0.0,8.0,2.0,20.2,1.0,0.0
2023-08-26,20:45 (18:45),Serie A,Milan,Away,Matchweek 2,2023-2024,Torino,0.5,1,4,8,1,21.6,0,0,3.0,4.0,1.0,15.0,5.0,20.7,0.0,2.0
2023-09-03,18:30 (16:30),Serie A,Genoa,Home,Matchweek 3,2023-2024,Torino,0.4,1,0,10,3,22.4,2,0,0.2,0.0,1.0,7.0,2.0,25.6,0.0,0.0
2023-09-18,18:30 (16:30),Serie A,Salernitana,Away,Matchweek 4,2023-2024,Torino,1.8,3,0,11,3,16.7,0,0,0.7,0.0,3.0,14.0,4.0,19.8,0.0,0.0
2023-09-24,20:45 (18:45),Serie A,Roma,Home,Matchweek 5,2023-2024,Torino,0.9,1,1,12,4,19.2,0,0,1.4,1.0,1.0,11.0,3.0,15.8,0.0,0.0
2023-09-27,20:45 (18:45),Serie A,Lazio,Away,Matchweek 6,2023-2024,Torino,0.3,0,2,7,2,19.9,0,0,0.9,2.0,0.0,6.0,3.0,14.5,0.0,0.0
2023-10-02,18:30 (16:30),Serie A,Hellas Verona,Home,Matchweek 7,2023-2024,Torino,0.6,0,0,8,2,22.1,0,0,0.3,0.0,0.0,5.0,2.0,24.4,1.0,0.0
2023-10-07,18:00 (16:00),Serie A,Juventus,Away,Matchweek 8,2023-2024,Torino,0.6,0,2,10,1,18.3,1,0,1.9,2.0,0.0,17.0,5.0,15.1,0.0,0.0
2023-10-21,18:00 (16:00),Serie A,Inter,Home,Matchweek 9,2023-2024,Torino,0.4,0,3,7,3,18.6,0,0,2.5,3.0,0.0,13.0,3.0,17.1,1.0,1.0
2023-10-28,18:00 (16:00),Serie A,Lecce,Away,Matchweek 10,2023-2024,Torino,0.8,1,0,10,2,16.2,1,0,0.5,0.0,1.0,11.0,6.0,19.0,0.0,0.0
2023-11-02,21:00 (20:00),Coppa Italia,Frosinone,Home,Second round,2023-2024,Torino,,1,2,24,12,,,0,,2.0,1.0,18.0,4.0,,,0.0
2023-11-06,20:45 (19:45),Serie A,Sassuolo,Home,Matchweek 11,2023-2024,Torino,3.5,2,1,21,9,13.4,0,0,0.5,1.0,2.0,5.0,2.0,14.7,0.0,0.0
2023-11-11,20:45 (19:45),Serie A,Monza,Away,Matchweek 12,2023-2024,Torino,1.0,1,1,12,5,16.8,0,0,0.9,1.0,1.0,12.0,5.0,19.9,0.0,0.0
2023-11-27,20:45 (19:45),Serie A,Bologna,Away,Matchweek 13,2023-2024,Torino,0.4,0,2,9,3,19.1,0,0,1.5,2.0,0.0,13.0,2.0,17.5,0.0,0.0
2023-12-04,20:45 (19:45),Serie A,Atalanta,Home,Matchweek 14,2023-2024,Torino,1.7,3,0,8,4,21.8,1,1,0.5,0.0,3.0,10.0,4.0,25.0,0.0,0.0
2023-12-10,12:30 (11:30),Serie A,Frosinone,Away,Matchweek 15,2023-2024,Torino,1.2,0,0,16,3,14.6,0,0,0.8,0.0,0.0,11.0,5.0,17.1,1.0,0.0
2023-12-16,20:45 (19:45),Serie A,Empoli,Home,Matchweek 16,2023-2024,Torino,1.1,1,0,10,3,10.5,0,0,0.3,0.0,1.0,7.0,2.0,21.3,1.0,0.0
2023-12-23,15:00 (14:00),Serie A,Udinese,Home,Matchweek 17,2023-2024,Torino,1.0,1,1,14,4,19.9,1,0,0.9,1.0,1.0,10.0,4.0,15.5,0.0,0.0
2023-12-29,18:30 (17:30),Serie A,Fiorentina,Away,Matchweek 18,2023-2024,Torino,0.3,0,1,6,3,14.1,1,0,0.5,1.0,0.0,12.0,3.0,20.0,0.0,0.0
2024-01-07,15:00 (14:00),Serie A,Napoli,Home,Matchweek 19,2023-2024,Torino,2.1,3,0,10,6,15.9,0,0,1.0,0.0,3.0,10.0,3.0,14.4,0.0,0.0
2024-01-13,15:00 (14:00),Serie A,Genoa,Away,Matchweek 20,2023-2024,Torino,0.4,0,0,6,0,12.2,0,0,0.5,0.0,0.0,11.0,6.0,20.3,1.0,0.0
2024-01-26,20:45 (19:45),Serie A,Cagliari,Away,Matchweek 22,2023-2024,Torino,1.6,2,1,16,6,17.0,1,0,2.2,1.0,2.0,25.0,9.0,14.1,1.0,0.0
2024-02-04,12:30 (11:30),Serie A,Salernitana,Home,Matchweek 23,2023-2024,Torino,0.8,0,0,13,1,14.3,0,0,0.1,0.0,0.0,3.0,1.0,25.9,0.0,0.0
2024-02-10,20:45 (19:45),Serie A,Sassuolo,Away,Matchweek 24,2023-2024,Torino,1.0,1,1,13,2,17.0,0,0,0.4,1.0,1.0,11.0,4.0,19.3,1.0,0.0
2024-02-16,19:00 (18:00),Serie A,Lecce,Home,Matchweek 25,2023-2024,Torino,1.2,2,0,12,4,13.8,0,0,0.5,0.0,2.0,8.0,3.0,17.6,0.0,0.0
2024-02-22,20:45 (19:45),Serie A,Lazio,Home,Matchweek 21,2023-2024,Torino,1.5,0,2,24,4,15.4,1,0,0.5,2.0,0.0,7.0,4.0,22.4,0.0,0.0
2024-02-26,18:30 (17:30),Serie A,Roma,Away,Matchweek 26,2023-2024,Torino,0.6,2,3,14,6,22.2,0,0,1.4,3.0,2.0,5.0,2.0,17.7,0.0,1.0
2024-03-02,20:45 (19:45),Serie A,Fiorentina,Home,Matchweek 27,2023-2024,Torino,0.6,0,0,8,2,17.0,1,0,0.6,0.0,0.0,14.0,3.0,19.5,0.0,0.0
2024-03-08,20:45 (19:45),Serie A,Napoli,Away,Matchweek 28,2023-2024,Torino,0.9,1,1,11,2,17.3,1,0,1.6,1.0,1.0,22.0,8.0,18.5,0.0,0.0
2024-03-16,15:00 (14:00),Serie A,Udinese,Away,Matchweek 29,2023-2024,Torino,1.0,2,0,12,5,16.2,1,0,0.4,0.0,2.0,12.0,1.0,22.4,1.0,0.0
2024-03-30,15:00 (14:00),Serie A,Monza,Home,Matchweek 30,2023-2024,Torino,1.6,1,0,14,5,20.1,0,1,0.8,0.0,1.0,9.0,2.0,16.4,0.0,0.0
2024-04-06,20:45 (18:45),Serie A,Empoli,Away,Matchweek 31,2023-2024,Torino,2.1,2,3,19,5,14.2,0,0,0.5,3.0,2.0,4.0,3.0,21.7,0.0,0.0
2024-04-13,18:00 (16:00),Serie A,Juventus,Home,Matchweek 32,2023-2024,Torino,0.6,0,0,13,2,18.8,0,0,1.2,0.0,0.0,8.0,3.0,15.8,0.0,0.0
2024-04-21,15:00 (13:00),Serie A,Frosinone,Home,Matchweek 33,2023-2024,Torino,0.6,0,0,13,2,21.2,1,0,0.6,0.0,0.0,12.0,3.0,20.5,0.0,0.0
2024-04-28,12:30 (10:30),Serie A,Inter,Away,Matchweek 34,2023-2024,Torino,0.5,0,2,11,3,20.1,0,0,1.7,2.0,0.0,16.0,4.0,24.2,2.0,1.0
2024-05-03,20:45 (18:45),Serie A,Bologna,Home,Matchweek 35,2023-2024,Torino,0.7,0,0,8,1,15.1,0,0,0.2,0.0,0.0,5.0,1.0,22.7,0.0,0.0
2024-05-12,15:00 (13:00),Serie A,Hellas Verona,Away,Matchweek 36,2023-2024,Torino,0.5,2,1,6,2,10.1,0,0,1.2,1.0,2.0,13.0,5.0,17.2,0.0,0.0
2024-05-18,20:45 (18:45),Serie A,Milan,Home,Matchweek 37,2023-2024,Torino,0.9,3,1,11,5,19.0,2,0,1.9,1.0,3.0,15.0,3.0,17.4,0.0,1.0
2024-05-26,18:00 (16:00),Serie A,Atalanta,Away,Matchweek 38,2023-2024,Torino,1.1,0,3,8,1,13.2,0,0,2.6,3.0,0.0,17.0,6.0,15.3,0.0,1.0
2023-08-19,18:30 (16:30),Serie A,Frosinone,Away,Matchweek 1,2023-2024,Napoli,1.5,3,1,19,8,18.4,0,0,0.9,1.0,3.0,3.0,0.0,25.4,1.0,1.0
2023-08-27,20:45 (18:45),Serie A,Sassuolo,Home,Matchweek 2,2023-2024,Napoli,3.5,2,0,23,4,15.5,0,1,0.2,0.0,2.0,6.0,1.0,23.8,0.0,0.0
2023-09-02,20:45 (18:45),Serie A,Lazio,Home,Matchweek 3,2023-2024,Napoli,1.3,1,2,22,4,17.7,1,0,0.6,2.0,1.0,6.0,2.0,13.9,0.0,0.0
2023-09-16,20:45 (18:45),Serie A,Genoa,Away,Matchweek 4,2023-2024,Napoli,0.9,2,2,12,4,16.7,1,0,1.2,2.0,2.0,8.0,3.0,15.6,0.0,0.0
2023-09-20,20:00 (19:00),Champions Lg,pt Braga,Away,Group stage,2023-2024,Napoli,1.7,2,1,18,6,15.8,0,0,1.4,1.0,2.0,16.0,2.0,15.0,1.0,0.0
2023-09-24,18:00 (16:00),Serie A,Bologna,Away,Matchweek 5,2023-2024,Napoli,2.1,0,0,11,4,18.0,1,0,0.2,0.0,0.0,4.0,2.0,15.4,0.0,0.0
2023-09-27,20:45 (18:45),Serie A,Udinese,Home,Matchweek 6,2023-2024,Napoli,3.3,4,1,22,9,17.5,1,1,0.7,1.0,4.0,13.0,3.0,19.3,0.0,0.0
2023-09-30,15:00 (13:00),Serie A,Lecce,Away,Matchweek 7,2023-2024,Napoli,2.5,4,0,14,5,19.0,1,1,0.5,0.0,4.0,9.0,4.0,17.6,0.0,0.0
2023-10-03,21:00 (19:00),Champions Lg,es Real Madrid,Home,Group stage,2023-2024,Napoli,1.9,2,3,17,6,18.3,0,1,1.4,3.0,2.0,18.0,5.0,16.4,0.0,0.0
2023-10-08,20:45 (18:45),Serie A,Fiorentina,Home,Matchweek 8,2023-2024,Napoli,1.8,1,3,15,3,17.1,0,1,2.1,3.0,1.0,12.0,3.0,14.0,0.0,0.0
2023-10-21,15:00 (13:00),Serie A,Hellas Verona,Away,Matchweek 9,2023-2024,Napoli,2.3,3,1,22,10,17.5,2,0,1.3,1.0,3.0,15.0,9.0,14.8,0.0,0.0
2023-10-24,21:00 (19:00),Champions Lg,de Union Berlin,Away,Group stage,2023-2024,Napoli,0.2,1,0,6,1,19.6,0,0,0.4,0.0,1.0,11.0,2.0,19.8,0.0,0.0
2023-10-29,20:45 (19:45),Serie A,Milan,Home,Matchweek 10,2023-2024,Napoli,1.7,2,2,17,4,18.7,2,0,2.0,2.0,2.0,20.0,6.0,15.2,1.0,0.0
2023-11-04,15:00 (14:00),Serie A,Salernitana,Away,Matchweek 11,2023-2024,Napoli,1.4,2,0,21,8,18.3,0,0,0.3,0.0,2.0,10.0,3.0,18.8,0.0,0.0
2023-11-08,18:45 (17:45),Champions Lg,de Union Berlin,Home,Group stage,2023-2024,Napoli,1.7,1,1,27,5,15.3,1,0,1.1,1.0,1.0,15.0,6.0,19.9,1.0,0.0
2023-11-12,12:30 (11:30),Serie A,Empoli,Home,Matchweek 12,2023-2024,Napoli,0.9,0,1,18,7,18.2,0,0,0.5,1.0,0.0,8.0,3.0,18.8,0.0,0.0
2023-11-25,18:00 (17:00),Serie A,Atalanta,Away,Matchweek 13,2023-2024,Napoli,2.0,2,1,11,3,14.1,0,0,1.0,1.0,2.0,16.0,5.0,15.4,0.0,0.0
2023-11-29,21:00 (20:00),Champions Lg,es Real Madrid,Away,Group stage,2023-2024,Napoli,1.4,2,4,11,3,14.9,0,0,2.8,4.0,2.0,20.0,9.0,13.6,0.0,0.0
2023-12-03,20:45 (19:45),Serie A,Inter,Home,Matchweek 14,2023-2024,Napoli,0.6,0,3,15,4,17.7,0,0,2.7,3.0,0.0,11.0,4.0,16.0,0.0,0.0
2023-12-08,20:45 (19:45),Serie A,Juventus,Away,Matchweek 15,2023-2024,Napoli,1.2,0,1,13,1,17.7,0,0,0.9,1.0,0.0,11.0,2.0,17.3,0.0,0.0
2023-12-12,21:00 (20:00),Champions Lg,pt Braga,Home,Group stage,2023-2024,Napoli,1.4,2,0,9,6,22.9,1,0,1.0,0.0,2.0,19.0,5.0,18.9,1.0,0.0
2023-12-16,18:00 (17:00),Serie A,Cagliari,Home,Matchweek 16,2023-2024,Napoli,1.8,2,1,21,5,14.2,1,0,1.1,1.0,2.0,9.0,3.0,14.4,0.0,0.0
2023-12-19,21:00 (20:00),Coppa Italia,Frosinone,Home,Round of 16,2023-2024,Napoli,,0,4,9,2,,,0,,4.0,0.0,13.0,8.0,,,1.0
2023-12-23,20:45 (19:45),Serie A,Roma,Away,Matchweek 17,2023-2024,Napoli,0.7,0,2,7,2,16.1,0,0,1.9,2.0,0.0,17.0,4.0,18.0,0.0,0.0
2023-12-29,18:30 (17:30),Serie A,Monza,Home,Matchweek 18,2023-2024,Napoli,2.0,0,0,25,9,16.9,0,0,1.1,0.0,0.0,7.0,2.0,18.6,0.0,0.0
2024-01-07,15:00 (14:00),Serie A,Torino,Away,Matchweek 19,2023-2024,Napoli,1.0,0,3,10,3,14.4,0,0,2.1,3.0,0.0,10.0,6.0,15.9,0.0,0.0
2024-01-13,15:00 (14:00),Serie A,Salernitana,Home,Matchweek 20,2023-2024,Napoli,2.2,2,1,18,6,19.4,0,1,0.1,1.0,2.0,6.0,2.0,26.4,0.0,0.0
2024-01-18,20:00 (19:00),Supercoppa,Fiorentina,Home,Semi-finals,2023-2024,Napoli,,3,0,8,4,,,0,,0.0,3.0,16.0,1.0,,,0.0
2024-01-22,22:00 (19:00),Supercoppa,Inter,Home,Final,2023-2024,Napoli,,0,1,6,1,,,0,,1.0,0.0,22.0,6.0,,,0.0
2024-01-28,18:00 (17:00),Serie A,Lazio,Away,Matchweek 22,2023-2024,Napoli,0.2,0,0,5,0,25.3,1,0,0.5,0.0,0.0,10.0,0.0,21.9,0.0,0.0
2024-02-04,15:00 (14:00),Serie A,Hellas Verona,Home,Matchweek 23,2023-2024,Napoli,1.2,2,1,19,7,19.3,0,0,0.9,1.0,2.0,12.0,2.0,17.4,0.0,0.0
2024-02-11,20:45 (19:45),Serie A,Milan,Away,Matchweek 24,2023-2024,Napoli,0.7,0,1,12,2,21.6,0,0,0.9,1.0,0.0,10.0,6.0,18.3,0.0,0.0
2024-02-17,15:00 (14:00),Serie A,Genoa,Home,Matchweek 25,2023-2024,Napoli,1.4,1,1,25,7,19.1,3,0,0.3,1.0,1.0,6.0,4.0,16.0,0.0,0.0
2024-02-21,21:00 (20:00),Champions Lg,es Barcelona,Home,Round of 16,2023-2024,Napoli,0.9,1,1,6,1,16.1,1,0,0.7,1.0,1.0,12.0,6.0,18.6,0.0,0.0
2024-02-25,15:00 (14:00),Serie A,Cagliari,Away,Matchweek 26,2023-2024,Napoli,1.3,1,1,9,4,17.3,0,0,0.7,1.0,1.0,8.0,3.0,12.2,0.0,0.0
Date,Time,Comp,Opponent,Venue,Round,2023-2024,Napoli,xG,GF,GA,Sh,SoT,Dist,FK,PK,,,,,,,,
2024-02-28,18:00 (17:00),Serie A,Sassuolo,Away,Matchweek 21,2023-2024,Napoli,2.7,6,1,27,9,19.0,0,0,0.3,1.0,6.0,5.0,2.0,22.5,0.0,0.0
2024-03-03,20:45 (19:45),Serie A,Juventus,Home,Matchweek 27,2023-2024,Napoli,2.1,2,1,13,6,16.4,1,0,1.6,1.0,2.0,18.0,4.0,17.3,1.0,0.0
2024-03-08,20:45 (19:45),Serie A,Torino,Home,Matchweek 28,2023-2024,Napoli,1.6,1,1,22,8,18.5,0,0,0.9,1.0,1.0,11.0,2.0,17.3,1.0,0.0
2024-03-12,21:00 (20:00),Champions Lg,es Barcelona,Away,Round of 16,2023-2024,Napoli,1.3,1,3,14,4,16.8,0,0,2.7,3.0,1.0,24.0,10.0,16.7,1.0,0.0
2024-03-17,20:45 (19:45),Serie A,Inter,Away,Matchweek 29,2023-2024,Napoli,1.4,1,1,11,3,15.5,0,0,1.6,1.0,1.0,19.0,6.0,15.5,1.0,0.0
2024-03-30,12:30 (11:30),Serie A,Atalanta,Home,Matchweek 30,2023-2024,Napoli,1.6,0,3,20,5,16.8,0,0,0.9,3.0,0.0,12.0,6.0,17.9,0.0,0.0
2024-04-07,15:00 (13:00),Serie A,Monza,Away,Matchweek 31,2023-2024,Napoli,2.2,4,2,19,8,16.4,1,0,0.4,2.0,4.0,7.0,2.0,18.1,0.0,0.0
2024-04-14,12:30 (10:30),Serie A,Frosinone,Home,Matchweek 32,2023-2024,Napoli,2.2,2,2,20,8,17.6,0,0,2.4,2.0,2.0,12.0,5.0,19.6,0.0,0.0
2024-04-20,18:00 (16:00),Serie A,Empoli,Away,Matchweek 33,2023-2024,Napoli,0.6,0,1,9,1,16.8,0,0,0.9,1.0,0.0,7.0,1.0,15.4,0.0,0.0
2024-04-28,18:00 (16:00),Serie A,Roma,Home,Matchweek 34,2023-2024,Napoli,3.0,2,2,25,8,16.0,0,1,1.6,2.0,2.0,9.0,3.0,18.2,0.0,1.0
2024-05-06,20:45 (18:45),Serie A,Udinese,Away,Matchweek 35,2023-2024,Napoli,0.8,1,1,12,4,16.1,0,0,0.7,1.0,1.0,10.0,2.0,17.8,0.0,0.0
2024-05-11,18:00 (16:00),Serie A,Bologna,Home,Matchweek 36,2023-2024,Napoli,1.5,0,2,15,5,19.7,0,0,1.4,2.0,0.0,11.0,4.0,14.5,0.0,0.0
2024-05-17,20:45 (18:45),Serie A,Fiorentina,Away,Matchweek 37,2023-2024,Napoli,1.2,2,2,15,3,21.0,1,0,0.6,2.0,2.0,14.0,5.0,21.3,3.0,0.0
2024-05-26,18:00 (16:00),Serie A,Lecce,Home,Matchweek 38,2023-2024,Napoli,1.5,0,0,24,5,16.4,1,0,0.5,0.0,0.0,10.0,0.0,20.1,0.0,0.0
2023-08-11,21:00 (19:00),Coppa Italia,Modena,Home,First round,2023-2024,Genoa,,4,3,18,9,,,0,,3.0,4.0,5.0,4.0,,,0.0
2023-08-19,20:45 (18:45),Serie A,Fiorentina,Home,Matchweek 1,2023-2024,Genoa,0.2,1,4,4,2,11.0,0,0,1.0,4.0,1.0,9.0,5.0,18.6,0.0,0.0
2023-08-27,20:45 (18:45),Serie A,Lazio,Away,Matchweek 2,2023-2024,Genoa,0.6,1,0,5,3,16.3,0,0,1.4,0.0,1.0,16.0,2.0,19.6,0.0,0.0
2023-09-03,18:30 (16:30),Serie A,Torino,Away,Matchweek 3,2023-2024,Genoa,0.2,0,1,7,2,25.6,0,0,0.4,1.0,0.0,10.0,3.0,22.4,2.0,0.0
2023-09-16,20:45 (18:45),Serie A,Napoli,Home,Matchweek 4,2023-2024,Genoa,1.2,2,2,8,3,15.6,0,0,0.9,2.0,2.0,12.0,4.0,16.7,1.0,0.0
2023-09-22,20:45 (18:45),Serie A,Lecce,Away,Matchweek 5,2023-2024,Genoa,0.3,0,1,8,1,16.8,1,0,0.9,1.0,0.0,18.0,3.0,22.4,1.0,0.0
2023-09-28,20:45 (18:45),Serie A,Roma,Home,Matchweek 6,2023-2024,Genoa,1.1,4,1,8,4,14.5,0,0,1.4,1.0,4.0,13.0,3.0,19.4,0.0,0.0
2023-10-01,15:00 (13:00),Serie A,Udinese,Away,Matchweek 7,2023-2024,Genoa,0.8,2,2,8,4,17.4,0,0,1.3,2.0,2.0,11.0,2.0,17.1,1.0,0.0
2023-10-07,20:45 (18:45),Serie A,Milan,Home,Matchweek 8,2023-2024,Genoa,0.5,0,1,7,1,18.1,1,0,0.6,1.0,0.0,12.0,3.0,19.6,0.0,0.0
2023-10-22,18:00 (16:00),Serie A,Atalanta,Away,Matchweek 9,2023-2024,Genoa,1.0,0,2,15,4,20.1,2,0,1.2,2.0,0.0,13.0,8.0,15.3,0.0,0.0
2023-10-27,20:45 (18:45),Serie A,Salernitana,Home,Matchweek 10,2023-2024,Genoa,0.5,1,0,8,4,14.7,0,0,0.6,0.0,1.0,7.0,2.0,21.3,1.0,0.0
2023-11-01,15:00 (14:00),Coppa Italia,Reggiana,Home,Second round,2023-2024,Genoa,,2,1,18,8,,,0,,1.0,2.0,11.0,3.0,,,0.0
2023-11-05,15:00 (14:00),Serie A,Cagliari,Away,Matchweek 11,2023-2024,Genoa,1.0,1,2,8,2,13.6,0,0,0.9,2.0,1.0,12.0,4.0,23.2,0.0,0.0
2023-11-10,20:45 (19:45),Serie A,Hellas Verona,Home,Matchweek 12,2023-2024,Genoa,1.6,1,0,16,5,16.3,1,0,0.2,0.0,1.0,7.0,1.0,17.0,0.0,0.0
2023-11-26,15:00 (14:00),Serie A,Frosinone,Away,Matchweek 13,2023-2024,Genoa,1.3,1,2,13,3,17.9,1,0,0.6,2.0,1.0,9.0,5.0,19.2,0.0,0.0
2023-12-02,15:00 (14:00),Serie A,Empoli,Home,Matchweek 14,2023-2024,Genoa,1.0,1,1,21,1,19.2,1,0,0.8,1.0,1.0,9.0,1.0,24.0,0.0,0.0
2023-12-05,21:00 (20:00),Coppa Italia,Lazio,Away,Round of 16,2023-2024,Genoa,,0,1,11,2,,,0,,1.0,0.0,11.0,5.0,,,0.0
2023-12-10,15:00 (14:00),Serie A,Monza,Away,Matchweek 15,2023-2024,Genoa,1.4,0,1,16,1,15.6,1,0,0.4,1.0,0.0,6.0,3.0,21.0,1.0,0.0
2023-12-15,20:45 (19:45),Serie A,Juventus,Home,Matchweek 16,2023-2024,Genoa,0.8,1,1,11,3,17.9,1,0,1.7,1.0,1.0,10.0,3.0,15.2,0.0,1.0
2023-12-22,18:30 (17:30),Serie A,Sassuolo,Away,Matchweek 17,2023-2024,Genoa,1.6,2,1,13,4,17.1,0,1,1.4,1.0,2.0,12.0,3.0,17.7,0.0,0.0
2023-12-29,20:45 (19:45),Serie A,Inter,Home,Matchweek 18,2023-2024,Genoa,0.5,1,1,13,4,15.1,0,0,1.8,1.0,1.0,16.0,6.0,14.4,0.0,0.0
2024-01-05,20:45 (19:45),Serie A,Bologna,Away,Matchweek 19,2023-2024,Genoa,0.1,1,1,3,1,26.0,2,0,1.3,1.0,1.0,21.0,8.0,17.5,0.0,0.0
2024-01-13,15:00 (14:00),Serie A,Torino,Home,Matchweek 20,2023-2024,Genoa,0.5,0,0,11,6,20.3,1,0,0.4,0.0,0.0,6.0,0.0,12.2,0.0,0.0
2024-01-21,18:00 (17:00),Serie A,Salernitana,Away,Matchweek 21,2023-2024,Genoa,1.1,2,1,4,4,19.0,0,1,0.8,1.0,2.0,11.0,2.0,16.6,1.0,0.0
2024-01-28,12:30 (11:30),Serie A,Lecce,Home,Matchweek 22,2023-2024,Genoa,1.7,2,1,19,7,18.7,2,0,1.8,1.0,2.0,18.0,4.0,19.8,2.0,0.0
2024-02-03,15:00 (14:00),Serie A,Empoli,Away,Matchweek 23,2023-2024,Genoa,0.6,0,0,10,1,14.4,0,0,0.6,0.0,0.0,15.0,4.0,19.6,0.0,0.0
2024-02-11,18:00 (17:00),Serie A,Atalanta,Home,Matchweek 24,2023-2024,Genoa,0.8,1,4,15,6,21.3,1,0,2.1,4.0,1.0,14.0,9.0,16.3,1.0,0.0
2024-02-17,15:00 (14:00),Serie A,Napoli,Away,Matchweek 25,2023-2024,Genoa,0.3,1,1,6,4,16.0,0,0,1.4,1.0,1.0,25.0,7.0,19.1,3.0,0.0
2024-02-24,20:45 (19:45),Serie A,Udinese,Home,Matchweek 26,2023-2024,Genoa,1.3,2,0,19,4,16.7,2,0,0.3,0.0,2.0,5.0,1.0,15.5,0.0,0.0
2024-03-04,20:45 (19:45),Serie A,Inter,Away,Matchweek 27,2023-2024,Genoa,0.8,1,2,10,2,11.5,0,0,1.8,2.0,1.0,14.0,4.0,17.9,0.0,1.0
2024-03-09,20:45 (19:45),Serie A,Monza,Home,Matchweek 28,2023-2024,Genoa,2.1,2,3,21,4,16.8,0,0,1.7,3.0,2.0,9.0,5.0,15.4,0.0,0.0
2024-03-17,12:30 (11:30),Serie A,Juventus,Away,Matchweek 29,2023-2024,Genoa,0.2,0,0,5,2,20.1,0,0,1.0,0.0,0.0,17.0,2.0,17.0,0.0,0.0
2024-03-30,15:00 (14:00),Serie A,Frosinone,Home,Matchweek 30,2023-2024,Genoa,1.5,1,1,8,2,20.6,0,1,0.8,1.0,1.0,14.0,3.0,20.0,1.0,0.0
2024-04-07,18:00 (16:00),Serie A,Hellas Verona,Away,Matchweek 31,2023-2024,Genoa,2.2,2,1,11,5,14.2,0,0,1.3,1.0,2.0,12.0,3.0,21.5,0.0,0.0
2024-04-15,18:30 (16:30),Serie A,Fiorentina,Away,Matchweek 32,2023-2024,Genoa,1.3,1,1,6,2,17.1,0,1,1.5,1.0,1.0,20.0,3.0,17.4,2.0,0.0
Date,Time,Comp,Opponent,Venue,Round,2023-2024,Genoa,xG,GF,GA,Sh,SoT,Dist,FK,PK,,,,,,,,
2024-04-19,18:30 (16:30),Serie A,Lazio,Home,Matchweek 33,2023-2024,Genoa,0.5,0,1,8,2,21.5,0,0,1.0,1.0,0.0,13.0,1.0,21.3,0.0,0.0
2024-04-29,20:45 (18:45),Serie A,Cagliari,Home,Matchweek 34,2023-2024,Genoa,1.2,3,0,12,5,14.6,1,0,1.1,0.0,3.0,12.0,1.0,13.9,0.0,0.0
2024-05-05,18:00 (16:00),Serie A,Milan,Away,Matchweek 35,2023-2024,Genoa,1.0,3,3,5,1,18.7,0,1,2.8,3.0,3.0,26.0,7.0,17.2,1.0,0.0
2024-05-12,15:00 (13:00),Serie A,Sassuolo,Home,Matchweek 36,2023-2024,Genoa,0.9,2,1,8,1,17.8,0,0,1.7,1.0,2.0,11.0,3.0,21.0,1.0,1.0
2024-05-19,20:45 (18:45),Serie A,Roma,Away,Matchweek 37,2023-2024,Genoa,0.5,0,1,12,5,19.9,0,0,0.8,1.0,0.0,21.0,6.0,23.2,0.0,0.0
2024-05-24,20:45 (18:45),Serie A,Bologna,Home,Matchweek 38,2023-2024,Genoa,1.5,2,0,15,4,17.6,3,0,1.0,0.0,2.0,11.0,1.0,16.4,0.0,0.0
2023-08-13,21:15 (19:15),Coppa Italia,Reggiana,Home,First round,2023-2024,Monza,,1,2,21,4,,,0,,2.0,1.0,13.0,7.0,,,1.0
2023-08-19,20:45 (18:45),Serie A,Inter,Away,Matchweek 1,2023-2024,Monza,0.8,0,2,12,2,17.8,0,0,2.7,2.0,0.0,22.0,3.0,17.2,1.0,0.0
2023-08-26,18:30 (16:30),Serie A,Empoli,Home,Matchweek 2,2023-2024,Monza,2.0,2,0,20,5,17.7,1,0,1.0,0.0,2.0,18.0,6.0,18.8,0.0,0.0
2023-09-02,20:45 (18:45),Serie A,Atalanta,Away,Matchweek 3,2023-2024,Monza,0.4,0,3,8,2,18.9,1,0,1.3,3.0,0.0,18.0,8.0,16.7,0.0,0.0
2023-09-17,15:00 (13:00),Serie A,Lecce,Home,Matchweek 4,2023-2024,Monza,2.2,1,1,25,5,17.1,0,0,0.9,1.0,1.0,3.0,2.0,22.4,0.0,1.0
2023-09-23,20:45 (18:45),Serie A,Lazio,Away,Matchweek 5,2023-2024,Monza,1.2,1,1,16,4,18.2,0,0,1.0,1.0,1.0,7.0,0.0,23.7,0.0,1.0
2023-09-28,18:30 (16:30),Serie A,Bologna,Home,Matchweek 6,2023-2024,Monza,0.7,0,0,10,3,18.7,1,0,0.7,0.0,0.0,8.0,5.0,17.2,1.0,0.0
2023-10-02,18:30 (16:30),Serie A,Sassuolo,Away,Matchweek 7,2023-2024,Monza,1.5,1,0,13,4,15.7,0,0,1.4,0.0,1.0,19.0,7.0,17.0,1.0,0.0
2023-10-08,12:30 (10:30),Serie A,Salernitana,Home,Matchweek 8,2023-2024,Monza,2.8,3,0,15,6,17.4,0,1,0.6,0.0,3.0,8.0,5.0,17.3,0.0,0.0
